entidad,caso,importe_asignado,direccion,resultado,fecha_llamado,cobrado
PPAY,22175431,81474.02,saliente,call_no_atiende,2026-01-02,0.00
PPAY,22175446,315584.05,saliente,call_contestador,2026-01-02,0.00
PPAY,22175468,205026.02,saliente,NULL,2026-01-02,0.00
PPAY,22175536,56567.96,saliente,call_contestador,2026-01-02,0.00
PPAY,22175560,92873.82,saliente,call_contestador,2026-01-02,0.00
PPAY,22175671,386608.59,saliente,call_notificado_responsable,2026-01-02,0.00
PPAY,22175788,158486.41,saliente,call_no_atiende,2026-01-02,0.00
PPAY,22175863,3620.98,saliente,call_contestador,2026-01-02,0.00
PPAY,22175990,189436.10,saliente,call_contestador,2026-01-02,0.00
PPAY,22176370,35792.84,saliente,call_pago_a_confirmar,2026-01-02,0.00
PPAY,22176480,344043.57,saliente,call_contestador,2026-01-02,0.00
PPAY,22176531,246922.20,saliente,call_contestador,2026-01-02,0.00
PPAY,22176634,593144.74,saliente,NULL,2026-01-02,0.00
PPAY,22178863,15723.79,saliente,call_contestador,2026-01-02,0.00
PPAY,22179017,214703.69,saliente,call_contestador,2026-01-02,0.00
PPAY,22179020,96266.82,saliente,call_pago_a_confirmar,2026-01-02,0.00
PPAY,22179054,128005.05,saliente,call_notificado_responsable,2026-01-02,0.00
PPAY,22179112,71808.68,saliente,call_contestador,2026-01-02,0.00
PPAY,22179133,171066.55,saliente,call_pago_a_confirmar,2026-01-02,0.00
PPAY,22179306,12190.40,saliente,call_contestador,2026-01-02,0.00
PPAY,22179336,136928.40,saliente,call_pago_a_confirmar,2026-01-02,0.00
PPAY,22179589,70992.40,saliente,call_contestador,2026-01-02,0.00
PPAY,22179688,59100.20,saliente,call_promesa,2026-01-02,0.00
PPAY,22179710,90255.26,saliente,call_no_atiende,2026-01-02,0.00
PPAY,22179738,211181.14,saliente,call_promesa,2026-01-02,0.00
PPAY,22179804,77316.91,saliente,call_contestador,2026-01-02,0.00
PPAY,22179805,160434.20,saliente,call_notificado_responsable,2026-01-02,0.00
PPAY,22180018,130382.04,saliente,call_contestador,2026-01-02,0.00
PPAY,22180033,87241.26,saliente,call_contestador,2026-01-02,0.00
PPAY,22180044,46747.05,saliente,NULL,2026-01-02,0.00
PPAY,22180120,202331.63,saliente,call_promesa,2026-01-02,0.00
PPAY,22180255,43021.45,saliente,call_pago_a_confirmar,2026-01-02,0.00
PPAY,22180348,97495.45,saliente,NULL,2026-01-02,0.00
PPAY,22180372,10086.15,saliente,call_contestador,2026-01-02,0.00
PPAY,22180388,149559.46,saliente,call_no_atiende,2026-01-02,0.00
PPAY,22180432,85302.45,saliente,call_contestador,2026-01-02,0.00
PPAY,22180440,129325.78,saliente,call_contestador,2026-01-02,0.00
PPAY,22180448,36759.70,saliente,call_pago_a_confirmar,2026-01-02,0.00
PPAY,22180508,179250.42,saliente,call_corto,2026-01-02,0.00
PPAY,22180594,3300.61,saliente,call_corto,2026-01-02,0.00
PPAY,22180597,63415.18,saliente,call_no_atiende,2026-01-02,0.00
PPAY,22180630,59044.63,saliente,call_corto,2026-01-02,0.00
PPAY,22180716,211681.79,saliente,call_pago_a_confirmar,2026-01-02,0.00
PPAY,22180735,49323.16,saliente,call_pago_a_confirmar,2026-01-02,0.00
PPAY,22180818,403258.88,saliente,call_contestador,2026-01-02,0.00
PPAY,22180922,57072.79,saliente,call_no_atiende,2026-01-02,0.00
PPAY,22180945,85181.90,saliente,call_no_atiende,2026-01-02,0.00
PPAY,22181023,3364.46,saliente,call_contestador,2026-01-02,0.00
PPAY,22181051,182069.89,saliente,call_contestador,2026-01-02,0.00
PPAY,22181187,36319.88,saliente,call_promesa,2026-01-02,0.00
PPAY,22181363,61180.78,saliente,call_contestador,2026-01-02,0.00
PPAY,22181483,92073.98,saliente,call_corto,2026-01-02,0.00
PPAY,22181501,97165.48,saliente,call_corto,2026-01-02,0.00
PPAY,22181637,67312.55,saliente,call_contestador,2026-01-02,0.00
PPAY,22181848,57923.99,saliente,call_erroneo,2026-01-02,0.00
PPAY,22181855,3602.70,saliente,call_contestador,2026-01-02,0.00
PPAY,22181929,107788.03,saliente,call_no_atiende,2026-01-02,0.00
PPAY,22182341,90427.76,saliente,NULL,2026-01-02,0.00
PPAY,22182356,57937.16,saliente,call_contestador,2026-01-02,0.00
PPAY,22182631,64891.65,saliente,call_contestador,2026-01-02,0.00
PPAY,22182653,95872.88,saliente,call_contestador,2026-01-02,0.00
PPAY,22182657,248775.62,saliente,NULL,2026-01-02,0.00
PPAY,22182868,264232.92,saliente,call_contestador,2026-01-02,0.00
PPAY,22182957,37551.63,saliente,call_no_atiende,2026-01-02,0.00
PPAY,22183332,31379.92,saliente,call_contestador,2026-01-02,0.00
PMOV,22278142,33401.80,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22278186,26793.21,saliente,call_erroneo,2026-01-02,0.00
PMOV,22278266,25375.96,saliente,call_promesa,2026-01-02,0.00
PMOV,22278291,12385.12,saliente,call_notificado,2026-01-02,0.00
PMOV,22278352,34893.20,saliente,call_corto,2026-01-02,0.00
PMOV,22278440,12385.12,saliente,call_contestador,2026-01-02,0.00
PMOV,22278592,28288.21,saliente,call_notificado,2026-01-02,0.00
PMOV,22278626,31373.21,saliente,call_contestador,2026-01-02,0.00
PMOV,22278725,12738.13,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22279102,31835.45,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22279126,12738.13,saliente,NULL,2026-01-02,0.00
PMOV,22279208,26793.21,saliente,call_corto,2026-01-02,0.00
PMOV,22279257,12738.13,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22279339,12032.12,saliente,call_contestador,2026-01-02,0.00
PMOV,22279365,34899.25,saliente,call_corto,2026-01-02,0.00
PMOV,22279422,39841.19,saliente,NULL,2026-01-02,0.00
PMOV,22279534,34893.20,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22279608,34893.20,saliente,call_erroneo,2026-01-02,0.00
PMOV,22279669,14807.76,saliente,call_erroneo,2026-01-02,0.00
PMOV,22279692,11855.62,saliente,call_notificado_responsable,2026-01-02,0.00
PMOV,22279905,47521.35,saliente,call_erroneo,2026-01-02,0.00
PMOV,22279914,31590.70,saliente,NULL,2026-01-02,0.00
PMOV,22280153,23258.57,saliente,call_notificado_responsable,2026-01-02,0.00
PMOV,22280178,78449.78,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22280256,178019.12,saliente,call_promesa,2026-01-02,0.00
PMOV,22280268,50955.41,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22280546,56980.51,saliente,call_contestador,2026-01-02,0.00
PMOV,22280587,65507.85,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22280594,48193.44,saliente,call_contestador,2026-01-02,0.00
PMOV,22280647,70698.61,saliente,call_promesa,2026-01-02,0.00
PMOV,22280649,118677.81,saliente,call_contestador,2026-01-02,0.00
PMOV,22280658,195418.15,saliente,call_promesa,2026-01-02,0.00
PMOV,22280687,129137.39,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22280715,12385.12,saliente,call_promesa,2026-01-02,0.00
PMOV,22280807,36061.10,saliente,NULL,2026-01-02,0.00
PMOV,22280838,51771.24,saliente,call_promesa,2026-01-02,0.00
PMOV,22280859,74619.70,saliente,call_contestador,2026-01-02,0.00
PMOV,22280885,76474.54,saliente,call_erroneo,2026-01-02,0.00
PMOV,22280920,42689.15,saliente,call_erroneo,2026-01-02,0.00
PMOV,22280975,135531.52,saliente,call_contestador,2026-01-02,0.00
PMOV,22281000,32130.18,saliente,call_erroneo,2026-01-02,0.00
PMOV,22281141,38195.70,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22281183,150043.42,saliente,call_notificado,2026-01-02,0.00
PMOV,22281185,42912.59,saliente,call_erroneo,2026-01-02,0.00
PMOV,22281260,25208.27,saliente,call_corto,2026-01-02,0.00
PMOV,22281277,19824.56,saliente,call_notificado,2026-01-02,0.00
PMOV,22281417,13290.15,saliente,NULL,2026-01-02,0.00
PMOV,22281456,20490.77,saliente,call_corto,2026-01-02,0.00
PMOV,22281458,37056.44,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22281491,14375.38,saliente,call_notificado,2026-01-02,0.00
PMOV,22281498,36641.10,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22281535,15523.12,saliente,call_notificado,2026-01-02,0.00
PMOV,22281541,16823.12,saliente,call_erroneo,2026-01-02,0.00
PMOV,22281607,20858.31,saliente,call_erroneo,2026-01-02,0.00
PMOV,22281711,17044.81,saliente,call_erroneo,2026-01-02,0.00
PMOV,22281759,107836.84,saliente,call_pago_a_confirmar,2026-01-02,0.00
PMOV,22281843,18345.01,saliente,call_erroneo,2026-01-02,0.00
PMOV,22281883,29391.90,saliente,call_notificado,2026-01-02,0.00
PMOV,22281903,23385.36,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22281943,14914.49,saliente,call_corto,2026-01-02,0.00
PMOV,22282003,80663.48,saliente,call_notificado,2026-01-02,0.00
PMOV,22282010,17988.29,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22282023,44520.01,saliente,call_promesa,2026-01-02,0.00
PMOV,22282136,17186.26,saliente,call_notificado_responsable,2026-01-02,0.00
PMOV,22282136,17186.26,saliente,call_volver_a_llamar,2026-01-02,0.00
PMOV,22282142,27746.33,saliente,call_notificado,2026-01-02,0.00
PMOV,22282191,11837.04,saliente,call_corto,2026-01-02,0.00
PMOV,22282194,13379.56,saliente,call_corto,2026-01-02,0.00
PMOV,22150448,47767.02,saliente,call_notificado_responsable,2026-01-02,0.00
PMOV,22151116,41331.57,saliente,call_notificado,2026-01-02,0.00
PMOV,22151438,45378.43,saliente,call_pago_a_confirmar,2026-01-02,0.00
PMOV,22151490,19215.41,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22151545,23385.36,saliente,call_corto,2026-01-02,0.00
PMOV,22151739,31677.28,saliente,call_notificado,2026-01-02,0.00
PMOV,22152303,26712.08,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22152761,23601.29,saliente,call_fallecio,2026-01-02,0.00
PMOV,22152882,83665.02,saliente,call_contestador,2026-01-02,0.00
PMOV,22184663,16585.41,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22184696,10129.51,saliente,call_notificado,2026-01-02,0.00
PMOV,22186190,160697.09,saliente,call_erroneo,2026-01-02,0.00
PMOV,22186311,68405.48,saliente,call_notificado_responsable,2026-01-02,0.00
PMOV,22186557,187528.35,saliente,NULL,2026-01-02,0.00
PMOV,22186896,122541.35,saliente,call_erroneo,2026-01-02,0.00
PMOV,22186914,121923.04,saliente,call_pago_a_confirmar,2026-01-02,0.00
PMOV,22186929,172461.30,saliente,call_contestador,2026-01-02,0.00
PMOV,22186929,172461.30,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22187240,163858.72,saliente,call_corto,2026-01-02,0.00
PMOV,22187452,160908.97,saliente,call_contestador,2026-01-02,0.00
PMOV,22187712,79064.60,saliente,call_pago_a_confirmar,2026-01-02,0.00
PMOV,22187786,47821.62,saliente,call_corto,2026-01-02,0.00
PMOV,22187799,212017.19,saliente,call_corto,2026-01-02,0.00
PMOV,22187885,208194.74,saliente,call_contestador,2026-01-02,0.00
PMOV,22188434,31028.29,saliente,call_promesa,2026-01-02,0.00
PMOV,22188518,175324.60,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22188544,12385.12,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22188976,141087.12,saliente,call_pago_a_confirmar,2026-01-02,0.00
PMOV,22189313,147474.27,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22189724,104487.01,saliente,NULL,2026-01-02,0.00
PMOV,22238613,17876.73,saliente,call_pago_a_confirmar,2026-01-02,0.00
PMOV,22239064,69309.19,saliente,call_promesa,2026-01-02,0.00
PMOV,22240135,194848.73,saliente,NULL,2026-01-02,0.00
PMOV,22240246,40850.42,saliente,call_notificado,2026-01-02,0.00
PMOV,22240383,349999.00,saliente,call_contestador,2026-01-02,0.00
PMOV,22240930,108657.15,saliente,call_contestador,2026-01-02,0.00
PMOV,22241123,43189.71,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22241233,23300.80,saliente,call_corto,2026-01-02,0.00
PMOV,22241253,101249.57,saliente,call_contestador,2026-01-02,0.00
PMOV,22241494,112090.83,saliente,call_contestador,2026-01-02,0.00
PMOV,22241789,71195.58,saliente,NULL,2026-01-02,0.00
PMOV,22242042,42803.58,saliente,call_notificado_responsable,2026-01-02,0.00
PMOV,22242738,37863.89,saliente,call_contestador,2026-01-02,0.00
PMOV,22242802,90445.01,saliente,call_promesa,2026-01-02,0.00
PMOV,22242992,18875.35,saliente,NULL,2026-01-02,0.00
PMOV,22243102,110463.24,saliente,call_contestador,2026-01-02,0.00
PMOV,22243105,21729.15,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22243355,52625.00,saliente,call_pago_a_confirmar,2026-01-02,0.00
PMOV,22243778,35307.02,saliente,call_notificado,2026-01-02,0.00
PMOV,22243800,52039.08,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22258095,62037.02,saliente,call_erroneo,2026-01-02,0.00
PMOV,22258113,17193.60,saliente,call_erroneo,2026-01-02,0.00
PMOV,22258138,17193.60,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22258150,63227.99,saliente,call_corto,2026-01-02,0.00
PMOV,22258334,87007.92,saliente,call_corto,2026-01-02,0.00
PMOV,22258378,99728.73,saliente,call_agenda,2026-01-02,0.00
PMOV,22258501,168136.95,saliente,call_erroneo,2026-01-02,0.00
PMOV,22258538,332861.95,saliente,call_corto,2026-01-02,0.00
PMOV,22258649,89307.50,saliente,call_promesa,2026-01-02,0.00
PMOV,22258671,60902.02,saliente,call_erroneo,2026-01-02,0.00
PMOV,22258675,35722.50,saliente,NULL,2026-01-02,0.00
PMOV,22258846,123372.97,saliente,call_contestador,2026-01-02,0.00
PMOV,22258847,53150.63,saliente,call_contestador,2026-01-02,0.00
PMOV,22258898,51987.35,saliente,call_notificado,2026-01-02,0.00
PMOV,22258924,138592.85,saliente,call_notificado,2026-01-02,0.00
PMOV,22259418,97208.61,saliente,call_promesa,2026-01-02,0.00
PMOV,22259419,54611.20,saliente,call_erroneo,2026-01-02,0.00
PMOV,22259476,310710.97,saliente,call_corto,2026-01-02,0.00
PMOV,22259523,74931.43,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22259539,51159.15,saliente,NULL,2026-01-02,0.00
PMOV,22259603,104344.20,saliente,call_erroneo,2026-01-02,0.00
PMOV,22259603,104344.20,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22259627,63331.02,saliente,NULL,2026-01-02,0.00
PMOV,22259630,93516.76,saliente,call_notificado,2026-01-02,0.00
PMOV,22259721,74748.97,saliente,call_corto,2026-01-02,0.00
PMOV,22259885,52160.57,saliente,NULL,2026-01-02,0.00
PMOV,22259964,122886.75,saliente,call_corto,2026-01-02,0.00
PMOV,22259964,122886.75,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22259991,249278.98,saliente,call_corto,2026-01-02,0.00
PMOV,22260170,54596.38,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22260247,91112.86,saliente,call_corto,2026-01-02,0.00
PMOV,22260323,62037.02,saliente,call_contestador,2026-01-02,0.00
PMOV,22260553,89552.68,saliente,call_contestador,2026-01-02,0.00
PMOV,22260666,76367.56,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22260820,117194.56,saliente,call_erroneo,2026-01-02,0.00
PMOV,22260845,139332.22,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22261472,105088.60,saliente,call_promesa,2026-01-02,0.00
PMOV,22261494,52081.00,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22267270,42391.02,saliente,call_corto,2026-01-02,0.00
PMOV,22267279,26246.30,saliente,call_notificado_responsable,2026-01-02,0.00
PMOV,22267417,53660.54,saliente,call_notificado_responsable,2026-01-02,0.00
PMOV,22267419,26735.17,saliente,call_pago_a_confirmar,2026-01-02,0.00
PMOV,22267419,26735.17,saliente,call_pago_a_confirmar,2026-01-02,0.00
PMOV,22267610,39369.99,saliente,call_erroneo,2026-01-02,0.00
PMOV,22267625,38112.59,saliente,call_contestador,2026-01-02,0.00
PMOV,22267665,40714.50,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22267695,87603.11,saliente,call_contestador,2026-01-02,0.00
PMOV,22267708,945267.42,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22267727,55433.22,saliente,call_erroneo,2026-01-02,0.00
PMOV,22267741,60198.43,saliente,call_contestador,2026-01-02,0.00
PMOV,22267745,86852.95,saliente,call_promesa,2026-01-02,0.00
PMOV,22267781,27275.58,saliente,call_notificado,2026-01-02,0.00
PMOV,22267787,42968.79,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22267808,14064.52,saliente,call_notificado_responsable,2026-01-02,0.00
PMOV,22267843,60284.81,saliente,call_agenda,2026-01-02,0.00
PMOV,22267888,23946.00,saliente,call_notificado,2026-01-02,0.00
PMOV,22267894,60977.87,saliente,call_notificado_responsable,2026-01-02,0.00
PMOV,22267894,60977.87,saliente,call_promesa,2026-01-02,0.00
PMOV,22267898,71346.18,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22267912,69309.19,saliente,call_erroneo,2026-01-02,0.00
PMOV,22267932,104220.72,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22267946,24165.02,saliente,call_notificado_responsable,2026-01-02,0.00
PMOV,22267946,24165.02,saliente,call_volver_a_llamar,2026-01-02,0.00
PMOV,22267963,34872.50,saliente,call_corto,2026-01-02,0.00
PMOV,22267965,34235.96,saliente,call_notificado_responsable,2026-01-02,0.00
PMOV,22267984,24535.77,saliente,call_corto,2026-01-02,0.00
PMOV,22267996,38221.01,saliente,call_corto,2026-01-02,0.00
PMOV,22268016,67428.50,saliente,call_contestador,2026-01-02,0.00
PMOV,22268038,30025.17,saliente,call_notificado,2026-01-02,0.00
PMOV,22268051,91533.73,saliente,call_contestador,2026-01-02,0.00
PMOV,22268052,142628.77,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22268059,100440.34,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22268088,22832.99,saliente,NULL,2026-01-02,0.00
PMOV,22268112,33304.00,saliente,NULL,2026-01-02,0.00
PMOV,22268137,37956.00,saliente,NULL,2026-01-02,0.00
PMOV,22268173,37816.03,saliente,call_pago_a_confirmar,2026-01-02,0.00
PMOV,22268191,27142.42,saliente,call_corto,2026-01-02,0.00
PMOV,22268195,155374.05,saliente,call_contestador,2026-01-02,0.00
PMOV,22268253,24726.46,saliente,call_corto,2026-01-02,0.00
PMOV,22268346,17915.18,saliente,call_contestador,2026-01-02,0.00
PMOV,22268349,91110.97,saliente,call_notificado,2026-01-02,0.00
PMOV,22268408,29499.45,saliente,call_notificado,2026-01-02,0.00
PMOV,22268429,45715.67,saliente,NULL,2026-01-02,0.00
PMOV,22268447,65293.13,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22268498,63383.77,saliente,call_contestador,2026-01-02,0.00
PMOV,22268500,56522.35,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22268518,83716.72,saliente,call_contestador,2026-01-02,0.00
PMOV,22268529,89346.82,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22268592,72062.91,saliente,NULL,2026-01-02,0.00
PMOV,22268611,111407.14,saliente,call_corto,2026-01-02,0.00
PMOV,22268614,55463.89,saliente,NULL,2026-01-02,0.00
PMOV,22268614,55463.89,saliente,call_notificado,2026-01-02,0.00
PMOV,22268615,61205.96,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22268640,33052.16,saliente,call_corto,2026-01-02,0.00
PMOV,22268746,103356.55,saliente,call_notificado_responsable,2026-01-02,0.00
PMOV,22268847,62824.38,saliente,NULL,2026-01-02,0.00
PMOV,22268854,52656.78,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22268868,15918.00,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22268875,91073.39,saliente,call_promesa,2026-01-02,0.00
PMOV,22268878,117447.53,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22268878,117447.53,saliente,call_promesa,2026-01-02,0.00
PMOV,22268884,17370.32,saliente,call_pago_a_confirmar,2026-01-02,0.00
PMOV,22268897,25655.97,saliente,call_corto,2026-01-02,0.00
PMOV,22268907,89980.51,saliente,call_contestador,2026-01-02,0.00
PMOV,22268923,34873.49,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22268944,42639.96,saliente,call_erroneo,2026-01-02,0.00
PMOV,22268954,95663.55,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22268966,45538.44,saliente,call_notificado,2026-01-02,0.00
PMOV,22268979,30930.88,saliente,NULL,2026-01-02,0.00
PMOV,22269009,29420.42,saliente,call_contestador,2026-01-02,0.00
PMOV,22269009,29420.42,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22269022,20084.97,saliente,NULL,2026-01-02,0.00
PMOV,22269022,20084.97,saliente,call_pago_a_confirmar,2026-01-02,0.00
PMOV,22269024,77031.44,saliente,call_promesa,2026-01-02,0.00
PMOV,22269029,50499.98,saliente,call_corto,2026-01-02,0.00
PMOV,22269054,43720.73,saliente,call_contestador,2026-01-02,0.00
PMOV,22269180,13867.54,saliente,call_pago_a_confirmar,2026-01-02,0.00
PMOV,22269186,22896.06,saliente,call_erroneo,2026-01-02,0.00
PMOV,22269188,71321.81,saliente,NULL,2026-01-02,0.00
PMOV,22269204,105158.23,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22269313,25293.30,saliente,call_pago_a_confirmar,2026-01-02,0.00
PMOV,22269318,18720.89,saliente,call_contestador,2026-01-02,0.00
PMOV,22269351,20220.16,saliente,call_erroneo,2026-01-02,0.00
PMOV,22269478,179495.67,saliente,NULL,2026-01-02,0.00
PMOV,22269484,29807.89,saliente,call_contestador,2026-01-02,0.00
PMOV,22269519,29939.91,saliente,call_notificado_responsable,2026-01-02,0.00
PMOV,22269537,63945.99,saliente,call_erroneo,2026-01-02,0.00
PMOV,22269573,22620.72,saliente,call_notificado,2026-01-02,0.00
PMOV,22269605,20780.13,saliente,NULL,2026-01-02,0.00
PMOV,22269605,20780.13,saliente,call_pago_a_confirmar,2026-01-02,0.00
PMOV,22269611,103591.83,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22269613,48720.74,saliente,call_pago_a_confirmar,2026-01-02,0.00
PMOV,22269615,29832.17,saliente,NULL,2026-01-02,0.00
PMOV,22269664,22976.64,saliente,call_corto,2026-01-02,0.00
PMOV,22269664,22976.64,saliente,call_notificado,2026-01-02,0.00
PMOV,22269701,23385.36,saliente,call_corto,2026-01-02,0.00
PMOV,22269717,75019.40,saliente,call_corto,2026-01-02,0.00
PMOV,22269781,34079.60,saliente,call_erroneo,2026-01-02,0.00
PMOV,22269804,28438.70,saliente,call_corto,2026-01-02,0.00
PMOV,22269852,56884.00,saliente,call_corto,2026-01-02,0.00
PMOV,22269898,41269.18,saliente,call_no_atiende,2026-01-02,0.00
PMOV,22269923,23385.36,saliente,call_notificado_responsable,2026-01-02,0.00
PMOV,22269945,14572.55,saliente,call_corto,2026-01-02,0.00
PMOV,22269946,28549.88,saliente,NULL,2026-01-02,0.00
PMOV,22269953,39656.53,saliente,call_erroneo,2026-01-02,0.00
PMOV,22269962,15673.07,saliente,call_contestador,2026-01-02,0.00
PMOV,22278030,86608.74,saliente,call_contestador,2026-01-02,0.00
PMOV,22278039,11965.61,saliente,NULL,2026-01-02,0.00
PMOV,22278043,49146.69,saliente,NULL,2026-01-02,0.00
PMOV,22278043,49146.69,saliente,call_corto,2026-01-02,0.00
DRTW,21607885,52730.79,saliente,call_promesa,2026-01-02,0.00
DRTW,21607939,94583.54,saliente,call_promesa,2026-01-02,0.00
DRTW,21608036,71441.42,saliente,NULL,2026-01-02,0.00
DRTW,21608052,159755.13,saliente,call_no_atiende,2026-01-02,0.00
DRTW,21608213,103734.77,saliente,call_promesa,2026-01-02,0.00
DRTW,21608219,38394.00,saliente,call_promesa,2026-01-02,0.00
MOTE,22154452,80347.57,saliente,call_no_atiende,2026-01-02,0.00
MOTE,22154461,44123.99,saliente,call_no_atiende,2026-01-02,0.00
MOTE,22154469,27419.99,saliente,call_notificado_responsable,2026-01-02,0.00
MOTE,22154485,19193.98,saliente,NULL,2026-01-02,0.00
MOTE,22154488,71961.53,saliente,call_notificado,2026-01-02,0.00
MOTE,22154494,87935.35,saliente,call_contestador,2026-01-02,0.00
MOTE,22154497,54840.00,saliente,call_notificado,2026-01-02,0.00
MOTE,22154507,43871.99,saliente,NULL,2026-01-02,0.00
MOTE,22154509,91045.98,saliente,call_corto,2026-01-02,0.00
MOTE,22154510,31175.39,saliente,call_erroneo,2026-01-02,0.00
MOTE,22154518,96406.47,saliente,call_pago_a_confirmar,2026-01-02,0.00
MOTE,22154523,69851.99,saliente,call_notificado,2026-01-02,0.00
MOTE,22154527,70251.98,saliente,call_corto,2026-01-02,0.00
MOTE,22154533,19512.73,saliente,call_corto,2026-01-02,0.00
MOTE,22154542,39577.45,saliente,call_corto,2026-01-02,0.00
MOTE,22154543,68972.36,saliente,call_no_atiende,2026-01-02,0.00
MOTE,22154548,20244.42,saliente,NULL,2026-01-02,0.00
MOTE,22154550,46001.54,saliente,call_pago_a_confirmar,2026-01-02,0.00
MOTE,22154553,49204.01,saliente,call_corto,2026-01-02,0.00
